source,target,relation_type
Alperen Baran,Kaan Yılmaz,AYNI_MEMLEKETTEN
Kaan Yılmaz,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Kemal Can,AYNI_MEMLEKETTEN
Kemal Can,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Melek Ermiş,AYNI_MEMLEKETTEN
Melek Ermiş,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Mert Öztürk,AYNI_MEMLEKETTEN
Mert Öztürk,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Necla Güneş,AYNI_MEMLEKETTEN
Necla Güneş,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Nihat Şimşek,AYNI_MEMLEKETTEN
Nihat Şimşek,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Orhan Gökmen,AYNI_MEMLEKETTEN
Orhan Gökmen,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Ozan Altun,AYNI_MEMLEKETTEN
Ozan Altun,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Özgür Bulut,AYNI_MEMLEKETTEN
Özgür Bulut,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Şahin Güler,AYNI_MEMLEKETTEN
Şahin Güler,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Salih Demir,AYNI_MEMLEKETTEN
Salih Demir,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Semra Türkmen,AYNI_MEMLEKETTEN
Semra Türkmen,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Şirin Erdoğan,AYNI_MEMLEKETTEN
Şirin Erdoğan,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Süheyla Özsoy,AYNI_MEMLEKETTEN
Süheyla Özsoy,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Süleyman Eren,AYNI_MEMLEKETTEN
Süleyman Eren,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Süleyman Kara,AYNI_MEMLEKETTEN
Süleyman Kara,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Süleyman Özkan,AYNI_MEMLEKETTEN
Süleyman Özkan,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Taner Öztürk,AYNI_MEMLEKETTEN
Taner Öztürk,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Uğur Şimşek,AYNI_MEMLEKETTEN
Uğur Şimşek,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Vedat Öztürk,AYNI_MEMLEKETTEN
Vedat Öztürk,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Veli Arslan,AYNI_MEMLEKETTEN
Veli Arslan,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Veli Taş,AYNI_MEMLEKETTEN
Veli Taş,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Yunus Karaca,AYNI_MEMLEKETTEN
Yunus Karaca,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Zafer Can,AYNI_MEMLEKETTEN
Zafer Can,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Baran,Zeki Avcı,AYNI_MEMLEKETTEN
Zeki Avcı,Alperen Baran,AYNI_MEMLEKETTEN
Alperen Uzun,Bahar Erdoğan,AYNI_MEMLEKETTEN
Bahar Erdoğan,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Bülent Yıldız,AYNI_MEMLEKETTEN
Bülent Yıldız,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Ebru Avcı,AYNI_MEMLEKETTEN
Ebru Avcı,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Emrah Baran,AYNI_MEMLEKETTEN
Emrah Baran,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Faruk Korkmaz,AYNI_MEMLEKETTEN
Faruk Korkmaz,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Gülnur Toprak,AYNI_MEMLEKETTEN
Gülnur Toprak,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Halit Aktaş,AYNI_MEMLEKETTEN
Halit Aktaş,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Haluk Bulut,AYNI_MEMLEKETTEN
Haluk Bulut,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Haluk Erdoğan,AYNI_MEMLEKETTEN
Haluk Erdoğan,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Harun Koç,AYNI_MEMLEKETTEN
Harun Koç,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Hasan Aksoy,AYNI_MEMLEKETTEN
Hasan Aksoy,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,İpek Aksoy,AYNI_MEMLEKETTEN
İpek Aksoy,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,İsmail Eren,AYNI_MEMLEKETTEN
İsmail Eren,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,İzzet Özkan,AYNI_MEMLEKETTEN
İzzet Özkan,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,İzzet Yalçın,AYNI_MEMLEKETTEN
İzzet Yalçın,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,İzzet Yıldız,AYNI_MEMLEKETTEN
İzzet Yıldız,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Kaan Yılmaz,AYNI_MEMLEKETTEN
Kaan Yılmaz,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Kemal Can,AYNI_MEMLEKETTEN
Kemal Can,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Melek Ermiş,AYNI_MEMLEKETTEN
Melek Ermiş,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Mert Öztürk,AYNI_MEMLEKETTEN
Mert Öztürk,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Necla Güneş,AYNI_MEMLEKETTEN
Necla Güneş,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Nihat Şimşek,AYNI_MEMLEKETTEN
Nihat Şimşek,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Orhan Gökmen,AYNI_MEMLEKETTEN
Orhan Gökmen,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Ozan Altun,AYNI_MEMLEKETTEN
Ozan Altun,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Özgür Bulut,AYNI_MEMLEKETTEN
Özgür Bulut,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Şahin Güler,AYNI_MEMLEKETTEN
Şahin Güler,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Salih Demir,AYNI_MEMLEKETTEN
Salih Demir,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Semra Türkmen,AYNI_MEMLEKETTEN
Semra Türkmen,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Şirin Erdoğan,AYNI_MEMLEKETTEN
Şirin Erdoğan,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Süheyla Özsoy,AYNI_MEMLEKETTEN
Süheyla Özsoy,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Süleyman Eren,AYNI_MEMLEKETTEN
Süleyman Eren,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Süleyman Kara,AYNI_MEMLEKETTEN
Süleyman Kara,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Süleyman Özkan,AYNI_MEMLEKETTEN
Süleyman Özkan,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Taner Öztürk,AYNI_MEMLEKETTEN
Taner Öztürk,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Uğur Şimşek,AYNI_MEMLEKETTEN
Uğur Şimşek,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Vedat Öztürk,AYNI_MEMLEKETTEN
Vedat Öztürk,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Veli Arslan,AYNI_MEMLEKETTEN
Veli Arslan,Alperen Uzun,AYNI_MEMLEKETTEN
Alperen Uzun,Veli Taş,AYNI_MEMLEKETTEN
