source,target,relation_type
Fuat Bulut,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Gökhan Arslan,MESLEKTAS
Gökhan Arslan,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Gökhan Çakır,LISE_ARKADASI
Gökhan Çakır,Ahmet Doğan,LISE_ARKADASI
Ahmet Doğan,Gökhan Özsoy,MESLEKTAS
Gökhan Özsoy,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Gökhan Tan,LISE_ARKADASI
Ahmet Doğan,Gökhan Tan,UNIVERSITE_ARKADASI
Gökhan Tan,Ahmet Doğan,LISE_ARKADASI
Gökhan Tan,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,Gökhan Toprak,YUKSEK_LISANS_ARKADASI
Gökhan Toprak,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,Gülay Sezer,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,Gülay Sezer,MESLEKTAS
Gülay Sezer,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Gülay Sezer,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Gülnur Toprak,AYNI_MEMLEKETTEN
Ahmet Doğan,Gülnur Toprak,LISE_ARKADASI
Ahmet Doğan,Gülnur Toprak,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,Gülnur Toprak,MESLEKTAS
Ahmet Doğan,Gülnur Toprak,AYNI_KURUMDA_CALISMIS
Gülnur Toprak,Ahmet Doğan,AYNI_MEMLEKETTEN
Gülnur Toprak,Ahmet Doğan,LISE_ARKADASI
Gülnur Toprak,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Gülnur Toprak,Ahmet Doğan,MESLEKTAS
Gülnur Toprak,Ahmet Doğan,AYNI_KURUMDA_CALISMIS
Ahmet Doğan,Halit Aktaş,AYNI_MEMLEKETTEN
Halit Aktaş,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,Haluk Bulut,AYNI_MEMLEKETTEN
Haluk Bulut,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,Haluk Erdoğan,AYNI_MEMLEKETTEN
Ahmet Doğan,Haluk Erdoğan,LISE_ARKADASI
Haluk Erdoğan,Ahmet Doğan,AYNI_MEMLEKETTEN
Haluk Erdoğan,Ahmet Doğan,LISE_ARKADASI
Ahmet Doğan,Hande Aslan,MESLEKTAS
Hande Aslan,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Harun Koç,AYNI_MEMLEKETTEN
Harun Koç,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,Harun Taş,YUKSEK_LISANS_ARKADASI
Harun Taş,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,Hasan Aksoy,AYNI_MEMLEKETTEN
Ahmet Doğan,Hasan Aksoy,LISE_ARKADASI
Hasan Aksoy,Ahmet Doğan,AYNI_MEMLEKETTEN
Hasan Aksoy,Ahmet Doğan,LISE_ARKADASI
Ahmet Doğan,Hasan Bozkurt,UNIVERSITE_ARKADASI
Ahmet Doğan,Hasan Bozkurt,MESLEKTAS
Hasan Bozkurt,Ahmet Doğan,UNIVERSITE_ARKADASI
Hasan Bozkurt,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Hatice Polat,UNIVERSITE_ARKADASI
Ahmet Doğan,Hatice Polat,MESLEKTAS
Hatice Polat,Ahmet Doğan,UNIVERSITE_ARKADASI
Hatice Polat,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Hümeyra Güler,LISE_ARKADASI
Hümeyra Güler,Ahmet Doğan,LISE_ARKADASI
Ahmet Doğan,Hüsnü Aktaş,LISE_ARKADASI
Ahmet Doğan,Hüsnü Aktaş,MESLEKTAS
Ahmet Doğan,Hüsnü Aktaş,AYNI_KURUMDA_CALISMIS
Hüsnü Aktaş,Ahmet Doğan,LISE_ARKADASI
Hüsnü Aktaş,Ahmet Doğan,MESLEKTAS
Hüsnü Aktaş,Ahmet Doğan,AYNI_KURUMDA_CALISMIS
Ahmet Doğan,Hüsnü Kurt,UNIVERSITE_ARKADASI
Ahmet Doğan,Hüsnü Kurt,AYNI_KURUMDA_CALISMIS
Hüsnü Kurt,Ahmet Doğan,UNIVERSITE_ARKADASI
Hüsnü Kurt,Ahmet Doğan,AYNI_KURUMDA_CALISMIS
Ahmet Doğan,İkra Şahin,YUKSEK_LISANS_ARKADASI
İkra Şahin,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,İpek Aksoy,AYNI_MEMLEKETTEN
İpek Aksoy,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,İrem Can,MESLEKTAS
İrem Can,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,İrem Polat,MESLEKTAS
İrem Polat,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,İrem Yalçın,YUKSEK_LISANS_ARKADASI
İrem Yalçın,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,İskender Aksoy,MESLEKTAS
İskender Aksoy,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,İskender Kara,UNIVERSITE_ARKADASI
Ahmet Doğan,İskender Kara,MESLEKTAS
İskender Kara,Ahmet Doğan,UNIVERSITE_ARKADASI
İskender Kara,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,İsmail Aktaş,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,İsmail Aktaş,MESLEKTAS
İsmail Aktaş,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
İsmail Aktaş,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,İsmail Eren,AYNI_MEMLEKETTEN
Ahmet Doğan,İsmail Eren,UNIVERSITE_ARKADASI
İsmail Eren,Ahmet Doğan,AYNI_MEMLEKETTEN
İsmail Eren,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,İzzet Arslan,LISE_ARKADASI
Ahmet Doğan,İzzet Arslan,UNIVERSITE_ARKADASI
İzzet Arslan,Ahmet Doğan,LISE_ARKADASI
İzzet Arslan,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,İzzet Özkan,AYNI_MEMLEKETTEN
İzzet Özkan,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,İzzet Yalçın,AYNI_MEMLEKETTEN
İzzet Yalçın,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,İzzet Yıldız,AYNI_MEMLEKETTEN
İzzet Yıldız,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,Kaan Baran,LISE_ARKADASI
Kaan Baran,Ahmet Doğan,LISE_ARKADASI
Ahmet Doğan,Kaan Güneş,UNIVERSITE_ARKADASI
Ahmet Doğan,Kaan Güneş,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,Kaan Güneş,MESLEKTAS
Ahmet Doğan,Kaan Güneş,AYNI_KURUMDA_CALISMIS
Kaan Güneş,Ahmet Doğan,UNIVERSITE_ARKADASI
Kaan Güneş,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Kaan Güneş,Ahmet Doğan,MESLEKTAS
Kaan Güneş,Ahmet Doğan,AYNI_KURUMDA_CALISMIS
Ahmet Doğan,Kaan Özdemir,LISE_ARKADASI
Ahmet Doğan,Kaan Özdemir,UNIVERSITE_ARKADASI
Kaan Özdemir,Ahmet Doğan,LISE_ARKADASI
Kaan Özdemir,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,Kaan Yılmaz,AYNI_MEMLEKETTEN
Kaan Yılmaz,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,Kadir Altun,UNIVERSITE_ARKADASI
Kadir Altun,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,Kemal Can,AYNI_MEMLEKETTEN
Kemal Can,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,Levent Ermiş,UNIVERSITE_ARKADASI
Levent Ermiş,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,Mahir Koç,UNIVERSITE_ARKADASI
Ahmet Doğan,Mahir Koç,MESLEKTAS
Mahir Koç,Ahmet Doğan,UNIVERSITE_ARKADASI
Mahir Koç,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Melek Aksoy,LISE_ARKADASI
Ahmet Doğan,Melek Aksoy,UNIVERSITE_ARKADASI
Melek Aksoy,Ahmet Doğan,LISE_ARKADASI
Melek Aksoy,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,Melek Ermiş,AYNI_MEMLEKETTEN
Melek Ermiş,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,Melek Yılmaz,LISE_ARKADASI
Ahmet Doğan,Melek Yılmaz,UNIVERSITE_ARKADASI
Melek Yılmaz,Ahmet Doğan,LISE_ARKADASI
Melek Yılmaz,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,Melis Demir,LISE_ARKADASI
Melis Demir,Ahmet Doğan,LISE_ARKADASI
Ahmet Doğan,Meltem Altun,YUKSEK_LISANS_ARKADASI
Meltem Altun,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,Mert Öztürk,AYNI_MEMLEKETTEN
Ahmet Doğan,Mert Öztürk,MESLEKTAS
Mert Öztürk,Ahmet Doğan,AYNI_MEMLEKETTEN
Mert Öztürk,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Mert Türkmen,UNIVERSITE_ARKADASI
Ahmet Doğan,Mert Türkmen,MESLEKTAS
Ahmet Doğan,Mert Türkmen,AYNI_KURUMDA_CALISMIS
Mert Türkmen,Ahmet Doğan,UNIVERSITE_ARKADASI
Mert Türkmen,Ahmet Doğan,MESLEKTAS
Mert Türkmen,Ahmet Doğan,AYNI_KURUMDA_CALISMIS
Ahmet Doğan,Meryem Tan,LISE_ARKADASI
Ahmet Doğan,Meryem Tan,UNIVERSITE_ARKADASI
Meryem Tan,Ahmet Doğan,LISE_ARKADASI
Meryem Tan,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,Nazan Türkmen,UNIVERSITE_ARKADASI
Ahmet Doğan,Nazan Türkmen,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,Nazan Türkmen,MESLEKTAS
Nazan Türkmen,Ahmet Doğan,UNIVERSITE_ARKADASI
Nazan Türkmen,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Nazan Türkmen,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Necati Aslan,MESLEKTAS
Ahmet Doğan,Necati Aslan,AYNI_KURUMDA_CALISMIS
Necati Aslan,Ahmet Doğan,MESLEKTAS
Necati Aslan,Ahmet Doğan,AYNI_KURUMDA_CALISMIS
Ahmet Doğan,Necati Öztürk,YUKSEK_LISANS_ARKADASI
Necati Öztürk,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,Necla Güneş,AYNI_MEMLEKETTEN
Ahmet Doğan,Necla Güneş,UNIVERSITE_ARKADASI
Necla Güneş,Ahmet Doğan,AYNI_MEMLEKETTEN
Necla Güneş,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,Nefise Aksoy,UNIVERSITE_ARKADASI
Nefise Aksoy,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,Nefise Aydın,LISE_ARKADASI
Ahmet Doğan,Nefise Aydın,UNIVERSITE_ARKADASI
Nefise Aydın,Ahmet Doğan,LISE_ARKADASI
Nefise Aydın,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,Nihat Şimşek,AYNI_MEMLEKETTEN
Nihat Şimşek,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,Onur Aslan,LISE_ARKADASI
Onur Aslan,Ahmet Doğan,LISE_ARKADASI
Ahmet Doğan,Orhan Gökmen,AYNI_MEMLEKETTEN
Orhan Gökmen,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,Ozan Altun,AYNI_MEMLEKETTEN
Ahmet Doğan,Ozan Altun,LISE_ARKADASI
Ahmet Doğan,Ozan Altun,UNIVERSITE_ARKADASI
Ahmet Doğan,Ozan Altun,MESLEKTAS
Ozan Altun,Ahmet Doğan,AYNI_MEMLEKETTEN
Ozan Altun,Ahmet Doğan,LISE_ARKADASI
Ozan Altun,Ahmet Doğan,UNIVERSITE_ARKADASI
Ozan Altun,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Ozan Aslan,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,Ozan Aslan,MESLEKTAS
Ozan Aslan,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Ozan Aslan,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Ozan Doğan,LISE_ARKADASI
Ozan Doğan,Ahmet Doğan,LISE_ARKADASI
Ahmet Doğan,Özge Karaca,LISE_ARKADASI
Ahmet Doğan,Özge Karaca,AYNI_KURUMDA_CALISMIS
Özge Karaca,Ahmet Doğan,LISE_ARKADASI
Özge Karaca,Ahmet Doğan,AYNI_KURUMDA_CALISMIS
Ahmet Doğan,Özgür Bulut,AYNI_MEMLEKETTEN
Özgür Bulut,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,Özgür Şimşek,MESLEKTAS
Özgür Şimşek,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Ramazan Yüce,UNIVERSITE_ARKADASI
Ramazan Yüce,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,Reşat Şimşek,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,Reşat Şimşek,MESLEKTAS
Reşat Şimşek,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Reşat Şimşek,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Rıza Erdoğan,MESLEKTAS
Rıza Erdoğan,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Şahin Güler,AYNI_MEMLEKETTEN
Ahmet Doğan,Şahin Güler,UNIVERSITE_ARKADASI
Ahmet Doğan,Şahin Güler,MESLEKTAS
Şahin Güler,Ahmet Doğan,AYNI_MEMLEKETTEN
Şahin Güler,Ahmet Doğan,UNIVERSITE_ARKADASI
Şahin Güler,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Salih Demir,AYNI_MEMLEKETTEN
Ahmet Doğan,Salih Demir,MESLEKTAS
Ahmet Doğan,Salih Demir,AYNI_KURUMDA_CALISMIS
Salih Demir,Ahmet Doğan,AYNI_MEMLEKETTEN
Salih Demir,Ahmet Doğan,MESLEKTAS
Salih Demir,Ahmet Doğan,AYNI_KURUMDA_CALISMIS
Ahmet Doğan,Sedef Sezer,LISE_ARKADASI
Ahmet Doğan,Sedef Sezer,MESLEKTAS
Sedef Sezer,Ahmet Doğan,LISE_ARKADASI
Sedef Sezer,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Selin Acar,YUKSEK_LISANS_ARKADASI
Selin Acar,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,Semra Türkmen,AYNI_MEMLEKETTEN
Semra Türkmen,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,Serap Arslan,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,Serap Arslan,AYNI_KURUMDA_CALISMIS
Serap Arslan,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Serap Arslan,Ahmet Doğan,AYNI_KURUMDA_CALISMIS
Ahmet Doğan,Serra Çakır,MESLEKTAS
Serra Çakır,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Şeyma Güneş,UNIVERSITE_ARKADASI
Şeyma Güneş,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,Sinan Sezer,LISE_ARKADASI
Ahmet Doğan,Sinan Sezer,UNIVERSITE_ARKADASI
Sinan Sezer,Ahmet Doğan,LISE_ARKADASI
Sinan Sezer,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,Şirin Altun,YUKSEK_LISANS_ARKADASI
Şirin Altun,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,Şirin Erdoğan,AYNI_MEMLEKETTEN
Ahmet Doğan,Şirin Erdoğan,LISE_ARKADASI
Ahmet Doğan,Şirin Erdoğan,YUKSEK_LISANS_ARKADASI
Şirin Erdoğan,Ahmet Doğan,AYNI_MEMLEKETTEN
Şirin Erdoğan,Ahmet Doğan,LISE_ARKADASI
Şirin Erdoğan,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,Süheyla Özsoy,AYNI_MEMLEKETTEN
Süheyla Özsoy,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,Süleyman Eren,AYNI_MEMLEKETTEN
Ahmet Doğan,Süleyman Eren,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,Süleyman Eren,MESLEKTAS
Ahmet Doğan,Süleyman Eren,AYNI_KURUMDA_CALISMIS
Süleyman Eren,Ahmet Doğan,AYNI_MEMLEKETTEN
Süleyman Eren,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Süleyman Eren,Ahmet Doğan,MESLEKTAS
Süleyman Eren,Ahmet Doğan,AYNI_KURUMDA_CALISMIS
Ahmet Doğan,Süleyman Kaplan,UNIVERSITE_ARKADASI
Süleyman Kaplan,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,Süleyman Kara,AYNI_MEMLEKETTEN
Ahmet Doğan,Süleyman Kara,LISE_ARKADASI
Ahmet Doğan,Süleyman Kara,MESLEKTAS
Süleyman Kara,Ahmet Doğan,AYNI_MEMLEKETTEN
Süleyman Kara,Ahmet Doğan,LISE_ARKADASI
Süleyman Kara,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Süleyman Özkan,AYNI_MEMLEKETTEN
Ahmet Doğan,Süleyman Özkan,LISE_ARKADASI
Ahmet Doğan,Süleyman Özkan,UNIVERSITE_ARKADASI
Süleyman Özkan,Ahmet Doğan,AYNI_MEMLEKETTEN
Süleyman Özkan,Ahmet Doğan,LISE_ARKADASI
Süleyman Özkan,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,Taner Öztürk,AYNI_MEMLEKETTEN
Taner Öztürk,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,Tarık Aktaş,LISE_ARKADASI
Ahmet Doğan,Tarık Aktaş,MESLEKTAS
Ahmet Doğan,Tarık Aktaş,AYNI_KURUMDA_CALISMIS
Tarık Aktaş,Ahmet Doğan,LISE_ARKADASI
Tarık Aktaş,Ahmet Doğan,MESLEKTAS
Tarık Aktaş,Ahmet Doğan,AYNI_KURUMDA_CALISMIS
Ahmet Doğan,Tuğba Aydın,MESLEKTAS
Tuğba Aydın,Ahmet Doğan,MESLEKTAS
Ahmet Doğan,Uğur Aydın,LISE_ARKADASI
Uğur Aydın,Ahmet Doğan,LISE_ARKADASI
Ahmet Doğan,Uğur Şimşek,AYNI_MEMLEKETTEN
Uğur Şimşek,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,Vedat Öztürk,AYNI_MEMLEKETTEN
Vedat Öztürk,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,Vedat Sezer,UNIVERSITE_ARKADASI
Vedat Sezer,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,Veli Arslan,AYNI_MEMLEKETTEN
Veli Arslan,Ahmet Doğan,AYNI_MEMLEKETTEN
Ahmet Doğan,Veli Taş,AYNI_MEMLEKETTEN
Ahmet Doğan,Veli Taş,LISE_ARKADASI
Ahmet Doğan,Veli Taş,YUKSEK_LISANS_ARKADASI
Veli Taş,Ahmet Doğan,AYNI_MEMLEKETTEN
Veli Taş,Ahmet Doğan,LISE_ARKADASI
Veli Taş,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,Vildan Güler,LISE_ARKADASI
Ahmet Doğan,Vildan Güler,UNIVERSITE_ARKADASI
Ahmet Doğan,Vildan Güler,YUKSEK_LISANS_ARKADASI
Vildan Güler,Ahmet Doğan,LISE_ARKADASI
Vildan Güler,Ahmet Doğan,UNIVERSITE_ARKADASI
Vildan Güler,Ahmet Doğan,YUKSEK_LISANS_ARKADASI
Ahmet Doğan,Vildan Yılmaz,LISE_ARKADASI
Vildan Yılmaz,Ahmet Doğan,LISE_ARKADASI
Ahmet Doğan,Yeliz Yıldız,LISE_ARKADASI
Ahmet Doğan,Yeliz Yıldız,UNIVERSITE_ARKADASI
Yeliz Yıldız,Ahmet Doğan,LISE_ARKADASI
Yeliz Yıldız,Ahmet Doğan,UNIVERSITE_ARKADASI
Ahmet Doğan,Yunus Karaca,AYNI_MEMLEKETTEN
Ahmet Doğan,Yunus Karaca,AYNI_KURUMDA_CALISMIS
