source,target,relation_type
Akın Doğan,Yeliz Yıldız,LISE_ARKADASI
Yeliz Yıldız,Akın Doğan,LISE_ARKADASI
Akın Doğan,Yunus Yılmaz,LISE_ARKADASI
Yunus Yılmaz,Akın Doğan,LISE_ARKADASI
Akın Doğan,Zehra Ermiş,LISE_ARKADASI
Zehra Ermiş,Akın Doğan,LISE_ARKADASI
Akın Doğan,Zeynep Uzun,LISE_ARKADASI
Zeynep Uzun,Akın Doğan,LISE_ARKADASI
Ali Türkmen,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Batuhan Özdemir,LISE_ARKADASI
Batuhan Özdemir,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Bülent Yıldız,LISE_ARKADASI
Bülent Yıldız,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Burcu Özsoy,LISE_ARKADASI
Burcu Özsoy,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Burhan Türkmen,LISE_ARKADASI
Burhan Türkmen,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Cem Şimşek,LISE_ARKADASI
Cem Şimşek,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Eda Altun,LISE_ARKADASI
Eda Altun,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Fikri Bulut,LISE_ARKADASI
Fikri Bulut,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Fikri Polat,LISE_ARKADASI
Fikri Polat,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Gökhan Çakır,LISE_ARKADASI
Gökhan Çakır,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Gökhan Tan,LISE_ARKADASI
Gökhan Tan,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Gülnur Toprak,LISE_ARKADASI
Gülnur Toprak,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Haluk Erdoğan,LISE_ARKADASI
Haluk Erdoğan,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Hasan Aksoy,LISE_ARKADASI
Hasan Aksoy,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Hümeyra Güler,LISE_ARKADASI
Hümeyra Güler,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Hüsnü Aktaş,LISE_ARKADASI
Hüsnü Aktaş,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,İzzet Arslan,LISE_ARKADASI
İzzet Arslan,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Kaan Baran,LISE_ARKADASI
Kaan Baran,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Kaan Özdemir,LISE_ARKADASI
Kaan Özdemir,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Melek Aksoy,LISE_ARKADASI
Melek Aksoy,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Melek Yılmaz,LISE_ARKADASI
Melek Yılmaz,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Melis Demir,LISE_ARKADASI
Melis Demir,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Meryem Tan,LISE_ARKADASI
Meryem Tan,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Nefise Aydın,LISE_ARKADASI
Nefise Aydın,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Onur Aslan,LISE_ARKADASI
Onur Aslan,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Ozan Altun,LISE_ARKADASI
Ozan Altun,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Ozan Doğan,LISE_ARKADASI
Ozan Doğan,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Özge Karaca,LISE_ARKADASI
Özge Karaca,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Sedef Sezer,LISE_ARKADASI
Sedef Sezer,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Sinan Sezer,LISE_ARKADASI
Sinan Sezer,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Şirin Erdoğan,LISE_ARKADASI
Şirin Erdoğan,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Süleyman Kara,LISE_ARKADASI
Süleyman Kara,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Süleyman Özkan,LISE_ARKADASI
Süleyman Özkan,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Tarık Aktaş,LISE_ARKADASI
Tarık Aktaş,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Uğur Aydın,LISE_ARKADASI
Uğur Aydın,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Veli Taş,LISE_ARKADASI
Veli Taş,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Vildan Güler,LISE_ARKADASI
Vildan Güler,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Vildan Yılmaz,LISE_ARKADASI
Vildan Yılmaz,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Yeliz Yıldız,LISE_ARKADASI
Yeliz Yıldız,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Yunus Yılmaz,LISE_ARKADASI
Yunus Yılmaz,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Zehra Ermiş,LISE_ARKADASI
Zehra Ermiş,Ali Türkmen,LISE_ARKADASI
Ali Türkmen,Zeynep Uzun,LISE_ARKADASI
Zeynep Uzun,Ali Türkmen,LISE_ARKADASI
Alperen Aydın,Ekin Eren,LISE_ARKADASI
Ekin Eren,Alperen Aydın,LISE_ARKADASI
Alperen Aydın,Meltem Eren,LISE_ARKADASI
Meltem Eren,Alperen Aydın,LISE_ARKADASI
Alperen Aydın,Semra Eren,LISE_ARKADASI
Semra Eren,Alperen Aydın,LISE_ARKADASI
Alperen Baran,Süheyla Özsoy,LISE_ARKADASI
Süheyla Özsoy,Alperen Baran,LISE_ARKADASI
Alperen Uzun,Ebru Avcı,LISE_ARKADASI
Ebru Avcı,Alperen Uzun,LISE_ARKADASI
Alperen Uzun,Faruk Korkmaz,LISE_ARKADASI
Faruk Korkmaz,Alperen Uzun,LISE_ARKADASI
Alperen Uzun,Halit Aktaş,LISE_ARKADASI
Halit Aktaş,Alperen Uzun,LISE_ARKADASI
Alperen Uzun,Harun Koç,LISE_ARKADASI
Harun Koç,Alperen Uzun,LISE_ARKADASI
Alperen Uzun,İsmail Eren,LISE_ARKADASI
İsmail Eren,Alperen Uzun,LISE_ARKADASI
Alperen Uzun,İzzet Özkan,LISE_ARKADASI
İzzet Özkan,Alperen Uzun,LISE_ARKADASI
Alperen Uzun,İzzet Yıldız,LISE_ARKADASI
İzzet Yıldız,Alperen Uzun,LISE_ARKADASI
Alperen Uzun,Kaan Yılmaz,LISE_ARKADASI
Kaan Yılmaz,Alperen Uzun,LISE_ARKADASI
Alperen Uzun,Melek Ermiş,LISE_ARKADASI
Melek Ermiş,Alperen Uzun,LISE_ARKADASI
Alperen Uzun,Mert Öztürk,LISE_ARKADASI
Mert Öztürk,Alperen Uzun,LISE_ARKADASI
Alperen Uzun,Necla Güneş,LISE_ARKADASI
Necla Güneş,Alperen Uzun,LISE_ARKADASI
Alperen Uzun,Salih Demir,LISE_ARKADASI
Salih Demir,Alperen Uzun,LISE_ARKADASI
Alperen Uzun,Semra Türkmen,LISE_ARKADASI
Semra Türkmen,Alperen Uzun,LISE_ARKADASI
Alperen Uzun,Süleyman Eren,LISE_ARKADASI
Süleyman Eren,Alperen Uzun,LISE_ARKADASI
Alperen Uzun,Uğur Şimşek,LISE_ARKADASI
Uğur Şimşek,Alperen Uzun,LISE_ARKADASI
Alperen Uzun,Yunus Karaca,LISE_ARKADASI
Yunus Karaca,Alperen Uzun,LISE_ARKADASI
Alperen Uzun,Zeki Avcı,LISE_ARKADASI
Zeki Avcı,Alperen Uzun,LISE_ARKADASI
Alperen Yılmaz,Batuhan Özdemir,LISE_ARKADASI
Batuhan Özdemir,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Bülent Yıldız,LISE_ARKADASI
Bülent Yıldız,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Burcu Özsoy,LISE_ARKADASI
Burcu Özsoy,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Burhan Türkmen,LISE_ARKADASI
Burhan Türkmen,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Cem Şimşek,LISE_ARKADASI
Cem Şimşek,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Eda Altun,LISE_ARKADASI
Eda Altun,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Fikri Bulut,LISE_ARKADASI
Fikri Bulut,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Fikri Polat,LISE_ARKADASI
Fikri Polat,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Gökhan Çakır,LISE_ARKADASI
Gökhan Çakır,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Gökhan Tan,LISE_ARKADASI
Gökhan Tan,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Gülnur Toprak,LISE_ARKADASI
Gülnur Toprak,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Haluk Erdoğan,LISE_ARKADASI
Haluk Erdoğan,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Hasan Aksoy,LISE_ARKADASI
Hasan Aksoy,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Hümeyra Güler,LISE_ARKADASI
Hümeyra Güler,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Hüsnü Aktaş,LISE_ARKADASI
Hüsnü Aktaş,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,İzzet Arslan,LISE_ARKADASI
İzzet Arslan,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Kaan Baran,LISE_ARKADASI
Kaan Baran,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Kaan Özdemir,LISE_ARKADASI
Kaan Özdemir,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Melek Aksoy,LISE_ARKADASI
Melek Aksoy,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Melek Yılmaz,LISE_ARKADASI
Melek Yılmaz,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Melis Demir,LISE_ARKADASI
Melis Demir,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Meryem Tan,LISE_ARKADASI
Meryem Tan,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Nefise Aydın,LISE_ARKADASI
Nefise Aydın,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Onur Aslan,LISE_ARKADASI
Onur Aslan,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Ozan Altun,LISE_ARKADASI
Ozan Altun,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Ozan Doğan,LISE_ARKADASI
Ozan Doğan,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Özge Karaca,LISE_ARKADASI
Özge Karaca,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Sedef Sezer,LISE_ARKADASI
Sedef Sezer,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Sinan Sezer,LISE_ARKADASI
Sinan Sezer,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Şirin Erdoğan,LISE_ARKADASI
Şirin Erdoğan,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Süleyman Kara,LISE_ARKADASI
Süleyman Kara,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Süleyman Özkan,LISE_ARKADASI
Süleyman Özkan,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Tarık Aktaş,LISE_ARKADASI
Tarık Aktaş,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Uğur Aydın,LISE_ARKADASI
Uğur Aydın,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Veli Taş,LISE_ARKADASI
Veli Taş,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Vildan Güler,LISE_ARKADASI
Vildan Güler,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Vildan Yılmaz,LISE_ARKADASI
Vildan Yılmaz,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Yeliz Yıldız,LISE_ARKADASI
Yeliz Yıldız,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Yunus Yılmaz,LISE_ARKADASI
Yunus Yılmaz,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Zehra Ermiş,LISE_ARKADASI
Zehra Ermiş,Alperen Yılmaz,LISE_ARKADASI
Alperen Yılmaz,Zeynep Uzun,LISE_ARKADASI
Zeynep Uzun,Alperen Yılmaz,LISE_ARKADASI
Ayhan Korkmaz,Halit Baran,LISE_ARKADASI
Halit Baran,Ayhan Korkmaz,LISE_ARKADASI
Ayhan Korkmaz,Hande Kaplan,LISE_ARKADASI
Hande Kaplan,Ayhan Korkmaz,LISE_ARKADASI
Ayla Özdemir,Burak Acar,LISE_ARKADASI
Burak Acar,Ayla Özdemir,LISE_ARKADASI
Ayla Özdemir,Büşra Türkmen,LISE_ARKADASI
Büşra Türkmen,Ayla Özdemir,LISE_ARKADASI
Ayla Özdemir,Ceyda Doğan,LISE_ARKADASI
Ceyda Doğan,Ayla Özdemir,LISE_ARKADASI
Ayla Özdemir,Gülçin Polat,LISE_ARKADASI
Gülçin Polat,Ayla Özdemir,LISE_ARKADASI
Ayla Özdemir,Hatice Eren,LISE_ARKADASI
Hatice Eren,Ayla Özdemir,LISE_ARKADASI
Ayla Özdemir,İrem Polat,LISE_ARKADASI
İrem Polat,Ayla Özdemir,LISE_ARKADASI
Ayla Özdemir,Nazan Türkmen,LISE_ARKADASI
Nazan Türkmen,Ayla Özdemir,LISE_ARKADASI
Ayla Özdemir,Özge Şimşek,LISE_ARKADASI
Özge Şimşek,Ayla Özdemir,LISE_ARKADASI
Ayla Özdemir,Sami Yıldız,LISE_ARKADASI
Sami Yıldız,Ayla Özdemir,LISE_ARKADASI
Ayla Özdemir,Suna Taş,LISE_ARKADASI
Suna Taş,Ayla Özdemir,LISE_ARKADASI
Ayla Özdemir,Vedat Sezer,LISE_ARKADASI
Vedat Sezer,Ayla Özdemir,LISE_ARKADASI
Ayla Toprak,Elif Keskin,LISE_ARKADASI
Elif Keskin,Ayla Toprak,LISE_ARKADASI
Ayla Toprak,İrem Can,LISE_ARKADASI
İrem Can,Ayla Toprak,LISE_ARKADASI
Ayla Toprak,Nefise Aksoy,LISE_ARKADASI
Nefise Aksoy,Ayla Toprak,LISE_ARKADASI
Ayla Toprak,Nisan Aktaş,LISE_ARKADASI
Nisan Aktaş,Ayla Toprak,LISE_ARKADASI
Ayla Toprak,Nisan Çakır,LISE_ARKADASI
Nisan Çakır,Ayla Toprak,LISE_ARKADASI
Ayşegül Keskin,Duygu Özkan,LISE_ARKADASI
Duygu Özkan,Ayşegül Keskin,LISE_ARKADASI
Ayşegül Keskin,Ercan Yılmaz,LISE_ARKADASI
Ercan Yılmaz,Ayşegül Keskin,LISE_ARKADASI
Ayşegül Keskin,Erhan Keskin,LISE_ARKADASI
Erhan Keskin,Ayşegül Keskin,LISE_ARKADASI
Ayşegül Keskin,Ferhat Kurt,LISE_ARKADASI
Ferhat Kurt,Ayşegül Keskin,LISE_ARKADASI
Ayşegül Keskin,Gökhan Toprak,LISE_ARKADASI
Gökhan Toprak,Ayşegül Keskin,LISE_ARKADASI
Ayşegül Keskin,Hasan Bozkurt,LISE_ARKADASI
Hasan Bozkurt,Ayşegül Keskin,LISE_ARKADASI
Ayşegül Keskin,Hasan Güler,LISE_ARKADASI
Hasan Güler,Ayşegül Keskin,LISE_ARKADASI
Ayşegül Keskin,Hatice Polat,LISE_ARKADASI
Hatice Polat,Ayşegül Keskin,LISE_ARKADASI
Ayşegül Keskin,İbrahim Sezer,LISE_ARKADASI
İbrahim Sezer,Ayşegül Keskin,LISE_ARKADASI
Ayşegül Keskin,Kaan Arslan,LISE_ARKADASI
Kaan Arslan,Ayşegül Keskin,LISE_ARKADASI
Ayşegül Keskin,Ramazan Yüce,LISE_ARKADASI
Ramazan Yüce,Ayşegül Keskin,LISE_ARKADASI
Ayşegül Keskin,Rukiye Aslan,LISE_ARKADASI
Rukiye Aslan,Ayşegül Keskin,LISE_ARKADASI
Ayşegül Keskin,Serpil Ergin,LISE_ARKADASI
Serpil Ergin,Ayşegül Keskin,LISE_ARKADASI
Ayşegül Keskin,Şirin Bozkurt,LISE_ARKADASI
Şirin Bozkurt,Ayşegül Keskin,LISE_ARKADASI
Ayşegül Keskin,Süleyman Kaplan,LISE_ARKADASI
Süleyman Kaplan,Ayşegül Keskin,LISE_ARKADASI
Ayşe Çakır,Ceren Yılmaz,LISE_ARKADASI
Ceren Yılmaz,Ayşe Çakır,LISE_ARKADASI
Ayşe Çakır,Hande Aslan,LISE_ARKADASI
Hande Aslan,Ayşe Çakır,LISE_ARKADASI
Bahar Erdoğan,Haluk Bulut,LISE_ARKADASI
Haluk Bulut,Bahar Erdoğan,LISE_ARKADASI
Baran Keskin,İsmail Aktaş,LISE_ARKADASI
İsmail Aktaş,Baran Keskin,LISE_ARKADASI
Batuhan Özdemir,Bülent Yıldız,LISE_ARKADASI
Bülent Yıldız,Batuhan Özdemir,LISE_ARKADASI
Batuhan Özdemir,Burcu Özsoy,LISE_ARKADASI
Burcu Özsoy,Batuhan Özdemir,LISE_ARKADASI
Batuhan Özdemir,Burhan Türkmen,LISE_ARKADASI
Burhan Türkmen,Batuhan Özdemir,LISE_ARKADASI
Batuhan Özdemir,Cem Şimşek,LISE_ARKADASI
Cem Şimşek,Batuhan Özdemir,LISE_ARKADASI
Batuhan Özdemir,Eda Altun,LISE_ARKADASI
Eda Altun,Batuhan Özdemir,LISE_ARKADASI
Batuhan Özdemir,Fikri Bulut,LISE_ARKADASI
