source,target,relation_type
Eda Altun,Emrah Baran,ILKOKUL_ARKADASI
Emrah Baran,Eda Altun,ILKOKUL_ARKADASI
Ekin Eren,Elif Güneş,ILKOKUL_ARKADASI
Elif Güneş,Ekin Eren,ILKOKUL_ARKADASI
Ercan Yılmaz,Yılmaz Erdoğan,ILKOKUL_ARKADASI
Yılmaz Erdoğan,Ercan Yılmaz,ILKOKUL_ARKADASI
Faruk Korkmaz,Zafer Can,ILKOKUL_ARKADASI
Zafer Can,Faruk Korkmaz,ILKOKUL_ARKADASI
Ferhat Kurt,Meltem Karaca,ILKOKUL_ARKADASI
Meltem Karaca,Ferhat Kurt,ILKOKUL_ARKADASI
Ferhat Kurt,Özge Şimşek,ILKOKUL_ARKADASI
Özge Şimşek,Ferhat Kurt,ILKOKUL_ARKADASI
Ferhat Kurt,Ramazan Kaplan,ILKOKUL_ARKADASI
Ramazan Kaplan,Ferhat Kurt,ILKOKUL_ARKADASI
Ferhat Kurt,Salih Polat,ILKOKUL_ARKADASI
Salih Polat,Ferhat Kurt,ILKOKUL_ARKADASI
Ferhat Kurt,Sinan Sezer,ILKOKUL_ARKADASI
Sinan Sezer,Ferhat Kurt,ILKOKUL_ARKADASI
Fidan Doğan,Gülçin Polat,ILKOKUL_ARKADASI
Gülçin Polat,Fidan Doğan,ILKOKUL_ARKADASI
Fidan Doğan,Uğur Aydın,ILKOKUL_ARKADASI
Uğur Aydın,Fidan Doğan,ILKOKUL_ARKADASI
Gülben Kara,İskender Aksoy,ILKOKUL_ARKADASI
İskender Aksoy,Gülben Kara,ILKOKUL_ARKADASI
Gülben Kara,Melis Demir,ILKOKUL_ARKADASI
Melis Demir,Gülben Kara,ILKOKUL_ARKADASI
Gülçin Polat,Uğur Aydın,ILKOKUL_ARKADASI
Uğur Aydın,Gülçin Polat,ILKOKUL_ARKADASI
Gül Baran,Rukiye Aslan,ILKOKUL_ARKADASI
Rukiye Aslan,Gül Baran,ILKOKUL_ARKADASI
Gül Baran,Sedef Sezer,ILKOKUL_ARKADASI
Sedef Sezer,Gül Baran,ILKOKUL_ARKADASI
Halit Aktaş,Necla Güneş,ILKOKUL_ARKADASI
Necla Güneş,Halit Aktaş,ILKOKUL_ARKADASI
Halit Baran,Nefise Aydın,ILKOKUL_ARKADASI
Nefise Aydın,Halit Baran,ILKOKUL_ARKADASI
Halit Baran,Ozan Tan,ILKOKUL_ARKADASI
Ozan Tan,Halit Baran,ILKOKUL_ARKADASI
Halit Baran,Vildan Yılmaz,ILKOKUL_ARKADASI
Vildan Yılmaz,Halit Baran,ILKOKUL_ARKADASI
Halit Baran,Zeynep Uzun,ILKOKUL_ARKADASI
Zeynep Uzun,Halit Baran,ILKOKUL_ARKADASI
Harun Koç,Ozan Altun,ILKOKUL_ARKADASI
Ozan Altun,Harun Koç,ILKOKUL_ARKADASI
Hasan Aksoy,Necla Güneş,ILKOKUL_ARKADASI
Necla Güneş,Hasan Aksoy,ILKOKUL_ARKADASI
Hasan Bozkurt,Özgür Özsoy,ILKOKUL_ARKADASI
Özgür Özsoy,Hasan Bozkurt,ILKOKUL_ARKADASI
Hasan Bozkurt,Süleyman Çakır,ILKOKUL_ARKADASI
Süleyman Çakır,Hasan Bozkurt,ILKOKUL_ARKADASI
Hasan Bozkurt,Yasemin Sezer,ILKOKUL_ARKADASI
Yasemin Sezer,Hasan Bozkurt,ILKOKUL_ARKADASI
Hasan Güler,Nazan Kaplan,ILKOKUL_ARKADASI
Nazan Kaplan,Hasan Güler,ILKOKUL_ARKADASI
Hasan Güler,Süleyman Kaplan,ILKOKUL_ARKADASI
Süleyman Kaplan,Hasan Güler,ILKOKUL_ARKADASI
Hümeyra Güler,Melek Yılmaz,ILKOKUL_ARKADASI
Melek Yılmaz,Hümeyra Güler,ILKOKUL_ARKADASI
İskender Aksoy,Melis Demir,ILKOKUL_ARKADASI
Melis Demir,İskender Aksoy,ILKOKUL_ARKADASI
İsmail Güneş,Özge Yıldız,ILKOKUL_ARKADASI
Özge Yıldız,İsmail Güneş,ILKOKUL_ARKADASI
İzzet Yalçın,Vedat Öztürk,ILKOKUL_ARKADASI
Vedat Öztürk,İzzet Yalçın,ILKOKUL_ARKADASI
Kaan Arslan,Şirin Bozkurt,ILKOKUL_ARKADASI
Şirin Bozkurt,Kaan Arslan,ILKOKUL_ARKADASI
Kaan Yılmaz,Süleyman Eren,ILKOKUL_ARKADASI
Süleyman Eren,Kaan Yılmaz,ILKOKUL_ARKADASI
Kaan Yılmaz,Süleyman Özkan,ILKOKUL_ARKADASI
Süleyman Özkan,Kaan Yılmaz,ILKOKUL_ARKADASI
Melek Eren,Nefise Aksoy,ILKOKUL_ARKADASI
Nefise Aksoy,Melek Eren,ILKOKUL_ARKADASI
Melek Eren,Zeki Toprak,ILKOKUL_ARKADASI
Zeki Toprak,Melek Eren,ILKOKUL_ARKADASI
Melek Ermiş,Şahin Güler,ILKOKUL_ARKADASI
Şahin Güler,Melek Ermiş,ILKOKUL_ARKADASI
Melek Ermiş,Veli Arslan,ILKOKUL_ARKADASI
Veli Arslan,Melek Ermiş,ILKOKUL_ARKADASI
Meltem Karaca,Özge Şimşek,ILKOKUL_ARKADASI
Özge Şimşek,Meltem Karaca,ILKOKUL_ARKADASI
Meltem Karaca,Ramazan Kaplan,ILKOKUL_ARKADASI
Ramazan Kaplan,Meltem Karaca,ILKOKUL_ARKADASI
Meltem Karaca,Salih Polat,ILKOKUL_ARKADASI
Salih Polat,Meltem Karaca,ILKOKUL_ARKADASI
Meltem Karaca,Sinan Sezer,ILKOKUL_ARKADASI
Sinan Sezer,Meltem Karaca,ILKOKUL_ARKADASI
Mert Çakır,Tarık Aktaş,ILKOKUL_ARKADASI
Tarık Aktaş,Mert Çakır,ILKOKUL_ARKADASI
Nazan Kaplan,Süleyman Kaplan,ILKOKUL_ARKADASI
Süleyman Kaplan,Nazan Kaplan,ILKOKUL_ARKADASI
Nefise Aksoy,Zeki Toprak,ILKOKUL_ARKADASI
Zeki Toprak,Nefise Aksoy,ILKOKUL_ARKADASI
Nefise Aydın,Vildan Yılmaz,ILKOKUL_ARKADASI
Vildan Yılmaz,Nefise Aydın,ILKOKUL_ARKADASI
Nefise Aydın,Zeynep Uzun,ILKOKUL_ARKADASI
Zeynep Uzun,Nefise Aydın,ILKOKUL_ARKADASI
Ozan Tan,Vildan Yılmaz,ILKOKUL_ARKADASI
Vildan Yılmaz,Ozan Tan,ILKOKUL_ARKADASI
Ozan Tan,Zeynep Uzun,ILKOKUL_ARKADASI
Zeynep Uzun,Ozan Tan,ILKOKUL_ARKADASI
Özge Şimşek,Ramazan Kaplan,ILKOKUL_ARKADASI
Ramazan Kaplan,Özge Şimşek,ILKOKUL_ARKADASI
Özge Şimşek,Salih Polat,ILKOKUL_ARKADASI
Salih Polat,Özge Şimşek,ILKOKUL_ARKADASI
Özge Şimşek,Sinan Sezer,ILKOKUL_ARKADASI
Sinan Sezer,Özge Şimşek,ILKOKUL_ARKADASI
Özgür Özsoy,Süleyman Çakır,ILKOKUL_ARKADASI
Süleyman Çakır,Özgür Özsoy,ILKOKUL_ARKADASI
Özgür Özsoy,Yasemin Sezer,ILKOKUL_ARKADASI
Yasemin Sezer,Özgür Özsoy,ILKOKUL_ARKADASI
Ramazan Kaplan,Salih Polat,ILKOKUL_ARKADASI
Salih Polat,Ramazan Kaplan,ILKOKUL_ARKADASI
Ramazan Kaplan,Sinan Sezer,ILKOKUL_ARKADASI
Sinan Sezer,Ramazan Kaplan,ILKOKUL_ARKADASI
Rukiye Aslan,Sedef Sezer,ILKOKUL_ARKADASI
Sedef Sezer,Rukiye Aslan,ILKOKUL_ARKADASI
Şahin Güler,Veli Arslan,ILKOKUL_ARKADASI
Veli Arslan,Şahin Güler,ILKOKUL_ARKADASI
Salih Polat,Sinan Sezer,ILKOKUL_ARKADASI
Sinan Sezer,Salih Polat,ILKOKUL_ARKADASI
Selin Acar,Yusuf Bulut,ILKOKUL_ARKADASI
Yusuf Bulut,Selin Acar,ILKOKUL_ARKADASI
Süleyman Çakır,Yasemin Sezer,ILKOKUL_ARKADASI
Yasemin Sezer,Süleyman Çakır,ILKOKUL_ARKADASI
Süleyman Eren,Süleyman Özkan,ILKOKUL_ARKADASI
Süleyman Özkan,Süleyman Eren,ILKOKUL_ARKADASI
Vildan Yılmaz,Zeynep Uzun,ILKOKUL_ARKADASI
Zeynep Uzun,Vildan Yılmaz,ILKOKUL_ARKADASI
