source,target,relation_type
Ozan Aslan,Akın Doğan,UNIVERSITE_ARKADASI
Akın Doğan,Özgür Şimşek,UNIVERSITE_ARKADASI
Özgür Şimşek,Akın Doğan,UNIVERSITE_ARKADASI
Akın Doğan,Ramazan Kaplan,UNIVERSITE_ARKADASI
Ramazan Kaplan,Akın Doğan,UNIVERSITE_ARKADASI
Akın Doğan,Salih Demir,UNIVERSITE_ARKADASI
Salih Demir,Akın Doğan,UNIVERSITE_ARKADASI
Akın Doğan,Sedef Sezer,UNIVERSITE_ARKADASI
Sedef Sezer,Akın Doğan,UNIVERSITE_ARKADASI
Akın Doğan,Serap Arslan,UNIVERSITE_ARKADASI
Serap Arslan,Akın Doğan,UNIVERSITE_ARKADASI
Akın Doğan,Sevda Toprak,UNIVERSITE_ARKADASI
Sevda Toprak,Akın Doğan,UNIVERSITE_ARKADASI
Akın Doğan,Şirin Erdoğan,UNIVERSITE_ARKADASI
Şirin Erdoğan,Akın Doğan,UNIVERSITE_ARKADASI
Akın Doğan,Süleyman Eren,UNIVERSITE_ARKADASI
Süleyman Eren,Akın Doğan,UNIVERSITE_ARKADASI
Akın Doğan,Süleyman Kara,UNIVERSITE_ARKADASI
Süleyman Kara,Akın Doğan,UNIVERSITE_ARKADASI
Akın Doğan,Tarık Aktaş,UNIVERSITE_ARKADASI
Tarık Aktaş,Akın Doğan,UNIVERSITE_ARKADASI
Akın Doğan,Vedat Tan,UNIVERSITE_ARKADASI
Vedat Tan,Akın Doğan,UNIVERSITE_ARKADASI
Akın Doğan,Veli Taş,UNIVERSITE_ARKADASI
Veli Taş,Akın Doğan,UNIVERSITE_ARKADASI
Akın Doğan,Vildan Yılmaz,UNIVERSITE_ARKADASI
Vildan Yılmaz,Akın Doğan,UNIVERSITE_ARKADASI
Akın Doğan,Yunus Karaca,UNIVERSITE_ARKADASI
Yunus Karaca,Akın Doğan,UNIVERSITE_ARKADASI
Akın Doğan,Zafer Bozkurt,UNIVERSITE_ARKADASI
Zafer Bozkurt,Akın Doğan,UNIVERSITE_ARKADASI
Ali Türkmen,Alperen Yılmaz,UNIVERSITE_ARKADASI
Alperen Yılmaz,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Ayhan Korkmaz,UNIVERSITE_ARKADASI
Ayhan Korkmaz,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Ayşegül Keskin,UNIVERSITE_ARKADASI
Ayşegül Keskin,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Batuhan Özdemir,UNIVERSITE_ARKADASI
Batuhan Özdemir,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Bülent Yıldız,UNIVERSITE_ARKADASI
Bülent Yıldız,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Burhan Doğan,UNIVERSITE_ARKADASI
Burhan Doğan,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Ceyda Doğan,UNIVERSITE_ARKADASI
Ceyda Doğan,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Duygu Ergin,UNIVERSITE_ARKADASI
Duygu Ergin,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Eda Altun,UNIVERSITE_ARKADASI
Eda Altun,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Ferhat Kurt,UNIVERSITE_ARKADASI
Ferhat Kurt,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Fuat Bulut,UNIVERSITE_ARKADASI
Fuat Bulut,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Gökhan Tan,UNIVERSITE_ARKADASI
Gökhan Tan,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Hasan Bozkurt,UNIVERSITE_ARKADASI
Hasan Bozkurt,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Hatice Polat,UNIVERSITE_ARKADASI
Hatice Polat,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Hüsnü Kurt,UNIVERSITE_ARKADASI
Hüsnü Kurt,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,İskender Kara,UNIVERSITE_ARKADASI
İskender Kara,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,İsmail Eren,UNIVERSITE_ARKADASI
İsmail Eren,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,İzzet Arslan,UNIVERSITE_ARKADASI
İzzet Arslan,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Kaan Güneş,UNIVERSITE_ARKADASI
Kaan Güneş,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Kaan Özdemir,UNIVERSITE_ARKADASI
Kaan Özdemir,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Kadir Altun,UNIVERSITE_ARKADASI
Kadir Altun,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Levent Ermiş,UNIVERSITE_ARKADASI
Levent Ermiş,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Mahir Koç,UNIVERSITE_ARKADASI
Mahir Koç,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Melek Aksoy,UNIVERSITE_ARKADASI
Melek Aksoy,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Melek Yılmaz,UNIVERSITE_ARKADASI
Melek Yılmaz,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Mert Türkmen,UNIVERSITE_ARKADASI
Mert Türkmen,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Meryem Tan,UNIVERSITE_ARKADASI
Meryem Tan,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Nazan Türkmen,UNIVERSITE_ARKADASI
Nazan Türkmen,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Necla Güneş,UNIVERSITE_ARKADASI
Necla Güneş,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Nefise Aksoy,UNIVERSITE_ARKADASI
Nefise Aksoy,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Nefise Aydın,UNIVERSITE_ARKADASI
Nefise Aydın,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Ozan Altun,UNIVERSITE_ARKADASI
Ozan Altun,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Ramazan Yüce,UNIVERSITE_ARKADASI
Ramazan Yüce,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Şahin Güler,UNIVERSITE_ARKADASI
Şahin Güler,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Şeyma Güneş,UNIVERSITE_ARKADASI
Şeyma Güneş,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Sinan Sezer,UNIVERSITE_ARKADASI
Sinan Sezer,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Süleyman Kaplan,UNIVERSITE_ARKADASI
Süleyman Kaplan,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Süleyman Özkan,UNIVERSITE_ARKADASI
Süleyman Özkan,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Vedat Sezer,UNIVERSITE_ARKADASI
Vedat Sezer,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Vildan Güler,UNIVERSITE_ARKADASI
Vildan Güler,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Yeliz Yıldız,UNIVERSITE_ARKADASI
Yeliz Yıldız,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Yunus Yılmaz,UNIVERSITE_ARKADASI
Yunus Yılmaz,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Zehra Ermiş,UNIVERSITE_ARKADASI
Zehra Ermiş,Ali Türkmen,UNIVERSITE_ARKADASI
Ali Türkmen,Zeynep Uzun,UNIVERSITE_ARKADASI
Zeynep Uzun,Ali Türkmen,UNIVERSITE_ARKADASI
Alparslan Aydın,Ebru Avcı,UNIVERSITE_ARKADASI
Ebru Avcı,Alparslan Aydın,UNIVERSITE_ARKADASI
Alparslan Aydın,Hande Kaplan,UNIVERSITE_ARKADASI
Hande Kaplan,Alparslan Aydın,UNIVERSITE_ARKADASI
Alparslan Aydın,Necati Baran,UNIVERSITE_ARKADASI
Necati Baran,Alparslan Aydın,UNIVERSITE_ARKADASI
Alperen Aydın,Baran Keskin,UNIVERSITE_ARKADASI
Baran Keskin,Alperen Aydın,UNIVERSITE_ARKADASI
Alperen Aydın,Doğukan Ermiş,UNIVERSITE_ARKADASI
Doğukan Ermiş,Alperen Aydın,UNIVERSITE_ARKADASI
Alperen Aydın,Duygu Özkan,UNIVERSITE_ARKADASI
Duygu Özkan,Alperen Aydın,UNIVERSITE_ARKADASI
Alperen Aydın,Ekin Eren,UNIVERSITE_ARKADASI
Ekin Eren,Alperen Aydın,UNIVERSITE_ARKADASI
Alperen Aydın,Elif Güneş,UNIVERSITE_ARKADASI
Elif Güneş,Alperen Aydın,UNIVERSITE_ARKADASI
Alperen Aydın,Fikri Polat,UNIVERSITE_ARKADASI
Fikri Polat,Alperen Aydın,UNIVERSITE_ARKADASI
Alperen Aydın,Kaan Yılmaz,UNIVERSITE_ARKADASI
Kaan Yılmaz,Alperen Aydın,UNIVERSITE_ARKADASI
Alperen Aydın,Meltem Karaca,UNIVERSITE_ARKADASI
Meltem Karaca,Alperen Aydın,UNIVERSITE_ARKADASI
Alperen Aydın,Orhan Gökmen,UNIVERSITE_ARKADASI
Orhan Gökmen,Alperen Aydın,UNIVERSITE_ARKADASI
Alperen Aydın,Özge Şimşek,UNIVERSITE_ARKADASI
Özge Şimşek,Alperen Aydın,UNIVERSITE_ARKADASI
Alperen Aydın,Salih Polat,UNIVERSITE_ARKADASI
Salih Polat,Alperen Aydın,UNIVERSITE_ARKADASI
Alperen Aydın,Sami Şimşek,UNIVERSITE_ARKADASI
Sami Şimşek,Alperen Aydın,UNIVERSITE_ARKADASI
Alperen Aydın,Uğur Şimşek,UNIVERSITE_ARKADASI
Uğur Şimşek,Alperen Aydın,UNIVERSITE_ARKADASI
Alperen Aydın,Zeki Altun,UNIVERSITE_ARKADASI
Zeki Altun,Alperen Aydın,UNIVERSITE_ARKADASI
Alperen Aydın,Zeynep Avcı,UNIVERSITE_ARKADASI
Zeynep Avcı,Alperen Aydın,UNIVERSITE_ARKADASI
Alperen Baran,Aysel Öztürk,UNIVERSITE_ARKADASI
Aysel Öztürk,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Büşra Sezer,UNIVERSITE_ARKADASI
Büşra Sezer,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Cansu Acar,UNIVERSITE_ARKADASI
Cansu Acar,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Cemre Özkan,UNIVERSITE_ARKADASI
Cemre Özkan,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Ceren Yılmaz,UNIVERSITE_ARKADASI
Ceren Yılmaz,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Cihan Aktaş,UNIVERSITE_ARKADASI
Cihan Aktaş,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Ebru Kurt,UNIVERSITE_ARKADASI
Ebru Kurt,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Elif Yalçın,UNIVERSITE_ARKADASI
Elif Yalçın,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Elvan Çakır,UNIVERSITE_ARKADASI
Elvan Çakır,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Gülay Sezer,UNIVERSITE_ARKADASI
Gülay Sezer,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Gülben Kara,UNIVERSITE_ARKADASI
Gülben Kara,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Hande Aydın,UNIVERSITE_ARKADASI
Hande Aydın,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Harun Taş,UNIVERSITE_ARKADASI
Harun Taş,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,İbrahim Sezer,UNIVERSITE_ARKADASI
İbrahim Sezer,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,İkra Şahin,UNIVERSITE_ARKADASI
İkra Şahin,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,İsmail Güneş,UNIVERSITE_ARKADASI
İsmail Güneş,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Kaan Arslan,UNIVERSITE_ARKADASI
Kaan Arslan,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Melek Eren,UNIVERSITE_ARKADASI
Melek Eren,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Melis Demir,UNIVERSITE_ARKADASI
Melis Demir,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Meltem Altun,UNIVERSITE_ARKADASI
Meltem Altun,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Meltem Eren,UNIVERSITE_ARKADASI
Meltem Eren,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Mert Çakır,UNIVERSITE_ARKADASI
Mert Çakır,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Neşe Demir,UNIVERSITE_ARKADASI
Neşe Demir,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Ömer Ermiş,UNIVERSITE_ARKADASI
Ömer Ermiş,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Onur Kaya,UNIVERSITE_ARKADASI
Onur Kaya,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Şahin Yıldız,UNIVERSITE_ARKADASI
Şahin Yıldız,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Sami Yıldız,UNIVERSITE_ARKADASI
Sami Yıldız,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Selin Acar,UNIVERSITE_ARKADASI
Selin Acar,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Şirin Altun,UNIVERSITE_ARKADASI
Şirin Altun,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Şirin Bozkurt,UNIVERSITE_ARKADASI
Şirin Bozkurt,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Süheyla Özsoy,UNIVERSITE_ARKADASI
Süheyla Özsoy,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Tarık Uçar,UNIVERSITE_ARKADASI
Tarık Uçar,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Uğur Aydın,UNIVERSITE_ARKADASI
Uğur Aydın,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Veli Arslan,UNIVERSITE_ARKADASI
Veli Arslan,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Zeki Avcı,UNIVERSITE_ARKADASI
Zeki Avcı,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Zeynep Demir,UNIVERSITE_ARKADASI
Zeynep Demir,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Baran,Zeynep Özsoy,UNIVERSITE_ARKADASI
Zeynep Özsoy,Alperen Baran,UNIVERSITE_ARKADASI
Alperen Uzun,Canan Kaya,UNIVERSITE_ARKADASI
Canan Kaya,Alperen Uzun,UNIVERSITE_ARKADASI
Alperen Uzun,Derya Çelik,UNIVERSITE_ARKADASI
Derya Çelik,Alperen Uzun,UNIVERSITE_ARKADASI
Alperen Uzun,Ekin Kara,UNIVERSITE_ARKADASI
Ekin Kara,Alperen Uzun,UNIVERSITE_ARKADASI
Alperen Uzun,Faruk Keskin,UNIVERSITE_ARKADASI
Faruk Keskin,Alperen Uzun,UNIVERSITE_ARKADASI
Alperen Uzun,İrem Yalçın,UNIVERSITE_ARKADASI
İrem Yalçın,Alperen Uzun,UNIVERSITE_ARKADASI
Alperen Uzun,Nazan Kaplan,UNIVERSITE_ARKADASI
Nazan Kaplan,Alperen Uzun,UNIVERSITE_ARKADASI
Alperen Uzun,Yusuf Bulut,UNIVERSITE_ARKADASI
Yusuf Bulut,Alperen Uzun,UNIVERSITE_ARKADASI
Alperen Uzun,Zeki Toprak,UNIVERSITE_ARKADASI
Zeki Toprak,Alperen Uzun,UNIVERSITE_ARKADASI
Alperen Yılmaz,Ayhan Korkmaz,UNIVERSITE_ARKADASI
Ayhan Korkmaz,Alperen Yılmaz,UNIVERSITE_ARKADASI
Alperen Yılmaz,Ayşegül Keskin,UNIVERSITE_ARKADASI
Ayşegül Keskin,Alperen Yılmaz,UNIVERSITE_ARKADASI
Alperen Yılmaz,Batuhan Özdemir,UNIVERSITE_ARKADASI
Batuhan Özdemir,Alperen Yılmaz,UNIVERSITE_ARKADASI
Alperen Yılmaz,Bülent Yıldız,UNIVERSITE_ARKADASI
Bülent Yıldız,Alperen Yılmaz,UNIVERSITE_ARKADASI
Alperen Yılmaz,Burhan Doğan,UNIVERSITE_ARKADASI
Burhan Doğan,Alperen Yılmaz,UNIVERSITE_ARKADASI
Alperen Yılmaz,Ceyda Doğan,UNIVERSITE_ARKADASI
Ceyda Doğan,Alperen Yılmaz,UNIVERSITE_ARKADASI
Alperen Yılmaz,Duygu Ergin,UNIVERSITE_ARKADASI
Duygu Ergin,Alperen Yılmaz,UNIVERSITE_ARKADASI
Alperen Yılmaz,Eda Altun,UNIVERSITE_ARKADASI
Eda Altun,Alperen Yılmaz,UNIVERSITE_ARKADASI
Alperen Yılmaz,Ferhat Kurt,UNIVERSITE_ARKADASI
Ferhat Kurt,Alperen Yılmaz,UNIVERSITE_ARKADASI
Alperen Yılmaz,Fuat Bulut,UNIVERSITE_ARKADASI
Fuat Bulut,Alperen Yılmaz,UNIVERSITE_ARKADASI
Alperen Yılmaz,Gökhan Tan,UNIVERSITE_ARKADASI
Gökhan Tan,Alperen Yılmaz,UNIVERSITE_ARKADASI
Alperen Yılmaz,Hasan Bozkurt,UNIVERSITE_ARKADASI
Hasan Bozkurt,Alperen Yılmaz,UNIVERSITE_ARKADASI
Alperen Yılmaz,Hatice Polat,UNIVERSITE_ARKADASI
